year,tmID,team_avg_player_prev_rating,team_median_player_prev_rating,team_std_player_prev_rating,team_num_players_prev
8,CHI,0.5947514477204356,0.5657039711191335,0.15952360079686928,7
8,CON,0.7321630952189548,0.7123693379790941,0.20768230277794367,10
8,DET,0.7261783527843233,0.7591293410957061,0.16901595854526058,10
8,HOU,0.6704179059522355,0.6601111646768568,0.1518872742257023,12
8,IND,0.7202951569110132,0.6705294705294705,0.18338119266355846,11
8,LAS,0.7186582096922866,0.7283858998144713,0.14661532561185409,9
8,MIN,0.6808991066716883,0.6717200101606655,0.17332566135699085,8
8,NYL,0.6562483431919086,0.6636271529888551,0.08920336611470152,9
8,PHO,0.7543001382046911,0.695085995085995,0.16744473833954227,13
8,SAC,0.6901046234938019,0.6603264382676147,0.15328543648905785,12
8,SAS,0.7298754923489382,0.6926294820717132,0.1901203310762195,9
8,SEA,0.6497045456362158,0.570404984423676,0.23221089482862992,13
8,WAS,0.7171891928017208,0.7321090047393365,0.1392547730762668,13
9,ATL,0.6284805409278675,0.6506787330316742,0.14424339966806687,7
9,CHI,0.6461933431572995,0.7032039284245166,0.2649797387968052,10
9,CON,0.6979849934598343,0.6611382113821138,0.1663817571919907,7
9,DET,0.7002679554585962,0.7269724770642203,0.1895064512445325,9
9,HOU,0.7102677774458536,0.6989582229911844,0.16033873056769116,10
9,IND,0.6868252181671324,0.6338136566270722,0.24209172170984503,14
9,LAS,0.731037172581381,0.7241545893719807,0.2285692117507497,11
9,MIN,0.692805826680255,0.655441478439425,0.18319951166885315,9
9,NYL,0.6405392673563959,0.6498530092798138,0.14334320268025952,10
9,PHO,0.697066237683849,0.6976923076923077,0.19791165809826566,9
9,SAC,0.6302598258484885,0.6761904761904762,0.24864159540458167,9
9,SAS,0.660500706068036,0.7338329764453961,0.17548345989819716,9
9,SEA,0.6535073501123281,0.5970414201183433,0.2309073713959387,11
9,WAS,0.6322608730819014,0.655050505050505,0.15381086288589987,13
10,ATL,0.7701309698969783,0.7185104166666667,0.25827608887202397,8
10,CHI,0.6649829531582893,0.6336158742589675,0.22010992024445464,10
10,CON,0.7566855910299057,0.7208143968555927,0.14764124578756802,10
10,DET,0.7405723041502902,0.8133715377268385,0.19154402699896123,13
10,IND,0.6946079086251795,0.7117568413267339,0.18107862492591717,12
10,LAS,0.7867752267105248,0.7440337285004179,0.2601730518748144,10
10,MIN,0.8180944864501626,0.8556399714569822,0.16925838257780293,8
10,NYL,0.7099173018566415,0.6531031375629592,0.12331730912213157,10
10,PHO,0.7815439975073235,0.7067164179104477,0.22088389887036444,11
10,SAC,0.6689411328799179,0.695644283121597,0.15115545681931827,11
10,SAS,0.7346467328545092,0.7214242987835529,0.1617081324776813,8
10,SEA,0.6876158223449748,0.6647101370655673,0.1567914183729209,12
10,WAS,0.6386706399030015,0.6440453686200378,0.13269576166461883,11
