test_year,train_accuracy,test_accuracy,train_auc,test_auc,gap_accuracy,gap_auc
3,1.0,0.9866666666666667,1.0,1.0,0.013333333333333308,0.0
5,1.0,0.9696969696969697,1.0,0.3923076923076923,0.030303030303030276,0.6076923076923078
6,1.0,0.9852941176470589,1.0,0.9104477611940298,0.014705882352941124,0.08955223880597019
7,1.0,0.9852941176470589,1.0,0.28358208955223885,0.014705882352941124,0.7164179104477612
9,1.0,0.9863013698630136,1.0,0.16666666666666669,0.013698630136986356,0.8333333333333333
