bioID,college,collegeOther,pos,height_cm,weight_kg,birth_date,birth_year
azizle01w,Syracuse,Unknown,F,190.5,80.28578399999999,1979-02-28,1979.0
azzije01w,Stanford,Unknown,G,172.72,64.863656,1968-08-31,1968.0
badertr01w,Boise_State,Unknown,G,162.56,56.699,1973-02-26,1973.0
bakerla01w,California,Unknown,G,170.18,63.50288,1968-12-18,1968.0
bakersh01w,Georgia,Unknown,G,172.72,56.699,1982-12-03,1982.0
balesal01w,Duke,Unknown,C,200.66,98.883056,1985-04-04,1985.0
banchrh01w,Washington,Unknown,C,190.5,83.91452,1973-05-01,1973.0
baranel01w,Academy_of_Sport_Moscow,Unknown,F,195.58,82.553744,1972-01-28,1972.0
barksla01w,North_Carolina,Unknown,G,177.8,70.760352,1979-10-03,1979.0
barnead01w,Arizona,Unknown,F,180.34,74.84268,1977-02-03,1977.0
barnequ01w,Indiana,Unknown,C,195.58,83.91452,1976-09-26,1976.0
bassmi01w,Duke,Unknown,F,190.5,83.460928,1983-12-02,1983.0
batkosu01w,Unknown,Unknown,C,193.04,92.079176,1980-12-17,1980.0
batteja01w,Notre_Dame,Unknown,F,185.42000000000002,73.935496,1983-03-26,1983.0
battlas01w,Connecticut,Unknown,F,182.88,77.11064,1982-05-31,1982.0
bauerca01w,Montana_State,Unknown,F,193.04,81.64656,1972-06-27,1972.0
beardal01w,Duke,Unknown,G,180.34,72.57472,1982-05-14,1982.0
becenry01w,Arizona_State,Scottsdale_CC_(JC),G,167.64000000000001,63.50288,1971-08-11,1971.0
beckan99wc,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
beckki01w,George_Washington,Unknown,G,172.72,56.699,1985-12-27,1985.0
bellje01w,Florida_International,Unknown,F,185.42000000000002,72.57472,1970-05-26,1970.0
bennije01w,Vanderbilt,Unknown,F,190.5,83.91452,1981-10-06,1981.0
berezva01w,Rice,Unknown,C,193.04,82.53850106222939,1986-04-10,1986.0
berggas01w,Illinois,Unknown,G,177.8,77.11064,1976-11-18,1976.0
berrysh01w,Iowa,Unknown,F,190.5,79.3786,1967-07-06,1967.0
berthlu01w,Old_Dominion,Unknown,F,187.96,85.275296,1978-03-31,1978.0
berubca01w,Connecticut,Unknown,F,182.88,70.30676,1975-09-02,1975.0
beviltu01w,Unknown,Unknown,G,170.18,65.77083999999999,1972-07-19,1972.0
bibbyhe01w,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
bibbyje01w,Unknown,Unknown,G,170.18,63.049288,1979-08-23,1979.0
bibrzag01w,Unknown,Unknown,G,187.96,76.203456,1982-10-21,1982.0
birdsu01w,Connecticut,Unknown,G,175.26,68.0388,1980-10-16,1980.0
bishoab01w,Unknown,Unknown,F,187.96,79.38659905706457,1988-11-29,1988.0
bjedoni01w,Unknown,Unknown,C,198.12,88.45044,1971-05-18,1971.0
bjorkan01w,Tennessee,Unknown,F,182.88,75.296272,1989-07-14,1989.0
bjorkte01w,Colorado,Unknown,C,193.04,79.3786,1982-06-29,1982.0
blackch01w,Duke,Unknown,C,195.58,85.275296,1985-11-12,1985.0
blackde01w,St._Joseph's,Unknown,G,160.02,56.245408,1966-07-29,1966.0
bladerh01w,Vanderbilt,Unknown,G,170.18,62.595696,1972-10-29,1972.0
blodgci01w,Maine,Unknown,G,175.26,58.96696,1975-12-23,1975.0
blueni01w,UCLA,Unknown,G,172.72,73.935496,1984-03-29,1984.0
blueoc01w,Miami_(FL),Unknown,F,185.42000000000002,73.935496,1976-08-18,1976.0
bobbish01w,Tennessee,Unknown,G,157.48,58.96696,1985-12-06,1985.0
boddiwh01w,Auburn,Unknown,G,175.26,67.585208,1987-01-23,1987.0
boguemu01w,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
boldeba01w,Louisiana_Tech,Unknown,G,187.96,81.64656,1969-06-16,1969.0
boltoru01w,Auburn,Unknown,G,175.26,68.0388,1967-05-25,1967.0
bondla01w,Missouri,Unknown,G,170.18,59.874144,1984-02-13,1984.0
bonfisu01w,Unknown,Unknown,G,172.72,65.77083999999999,1974-09-08,1974.0
bonnede01w,Auburn,Unknown,G,193.04,61.688512,1987-08-21,1987.0
bookeka01w,Vanderbilt,Unknown,C,185.42000000000002,77.11064,1965-04-10,1965.0
bosweca01w,Illinois_State,Unknown,F,182.88,76.203456,1962-11-10,1962.0
bouceje01w,Virginia,Unknown,G,172.72,58.96696,1973-12-20,1973.0
bouchke01w,Unknown,Unknown,F,187.96,73.935496,1968-01-13,1968.0
bowenli01w,Michigan_State,Unknown,G,170.18,65.77083999999999,1983-10-25,1983.0
boydca01w,Unknown,Unknown,F,185.42000000000002,78.017824,1975-10-31,1975.0
boyerli99w,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
bradlki01w,Oral_Roberts,Unknown,F,195.58,83.91452,1974-08-26,1974.0
brancli01w,Texas_A&M,Unknown,G,162.56,63.627089031240565,,
branzal01w,Florida_International,Unknown,F,193.04,81.64656,1971-07-17,1971.0
branzge01w,Florida_International,Unknown,F,193.04,79.3786,1976-07-25,1976.0
braxtja01w,Louisiana_Tech,Unknown,F,190.5,80.739376,1973-10-06,1973.0
braxtka01w,Georgia,Unknown,F,198.12,95.25431999999999,1983-02-18,1983.0
brazian01w,Texas_Tech,Unknown,F,187.96,76.657048,1976-09-18,1976.0
brcanra01w,none,Unknown,C,203.2,89.811216,1967-04-15,1967.0
brelaje01w,North_Carolina,Unknown,F,190.5,77.11064,1988-02-23,1988.0
bristre01w,Arizona,Unknown,G,177.8,63.049288,1978-02-10,1978.0
brogami01w,Unknown,Unknown,F,185.42000000000002,80.28578399999999,1973-02-08,1973.0
brondsa01w,U._Western_Sydney,Unknown,G,170.18,61.688512,1968-08-20,1968.0
brownci01w,Long_Beach_State,Unknown,F,187.96,83.007336,1965-03-16,1965.0
brownco01w,North_Carolina,Unknown,G,175.26,68.0388,1980-10-21,1980.0
brownde01w,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
browned01w,Texas,Unknown,G,175.26,73.935496,1978-07-01,1978.0
brownki01w,Georgia,Unknown,G,177.8,60.781328,1979-01-13,1979.0
brownla01w,Louisiana_Tech,Unknown,C,190.5,81.64656,1972-12-01,1972.0
brownle01w,Virginia,Unknown,F,182.88,75.296272,1977-06-03,1977.0
brownru01w,Furman,Unknown,F,187.96,79.3786,1972-05-05,1972.0
brucegr99w,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
brumfma01w,Rice,Unknown,G,172.72,60.327736,1978-06-06,1978.0
brungje01w,Penn_State,Unknown,F,185.42000000000002,74.84268,1982-04-16,1982.0
brunsre01w,Georgetown,Unknown,F,190.5,79.3786,1981-12-11,1981.0
bryanjo01w,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
bullevi01w,Maryland,Unknown,F,190.5,83.91452,1967-10-04,1967.0
burgean01w,Unknown,Unknown,G,170.18,63.956472,1969-04-10,1969.0
burgehe01w,Virginia,Unknown,C,195.58,88.45044,1971-11-11,1971.0
burgehe02w,Virginia,Unknown,F,195.58,81.64656,1971-11-11,1971.0
burgeli01w,Alabama,Unknown,F,185.42000000000002,78.471416,1969-07-27,1969.0
burraal01w,Louisiana_Tech,Unknown,C,190.5,98.883056,1975-06-23,1975.0
burseja01w,Tulane,Unknown,C,195.58,90.264808,1979-05-19,1979.0
buttsta01w,Tennessee,Unknown,G,180.34,72.57472,1982-03-10,1982.0
byearla01w,DePaul,NE_Oklahoma_A&M_(JC),G,180.34,93.439952,1973-08-12,1973.0
byrdla01w,Eastern_Michigan,Unknown,G,167.64000000000001,59.420552,1960-02-01,1960.0
cabezli01w,Central_Florida_CC,Unknown,F,190.5,80.739376,1973-10-25,1973.0
cainke01w,Tennessee,Unknown,C,198.12,99.79024,1989-05-16,1989.0
camba01w,none,Unknown,C,203.2,97.52228,1991-08-18,1991.0
campbed01w,Texas,Unknown,G,172.72,68.945984,1968-11-26,1968.0
campbmi01w,USC,Unknown,F,195.58,77.11064,1974-02-20,1974.0
cantydo01w,Alabama,Unknown,G,175.26,73.481904,1977-03-02,1977.0
careyja01w,Texas,Unknown,G,167.64000000000001,61.23492,1981-03-12,1981.0
carsoes01w,Rutgers,Unknown,G,182.88,74.84268,1986-07-28,1986.0
carteam01w,Louisiana_State,Unknown,F,187.96,83.91452,1982-06-21,1982.0
cartede01w,Georgia,Unknown,G,182.88,83.91452,1972-01-03,1972.0
cartesy01w,Texas_A&M,Unknown,G,167.64000000000001,66.77899103640536,1990-11-18,1990.0
cashsw01w,Connecticut,Unknown,F,185.42000000000002,73.481904,1979-09-22,1979.0
cassija01w,Maine,Unknown,C,190.5,84.821704,1978-09-12,1978.0
castriz01w,Unknown,Unknown,F,182.88,63.50288,1982-03-13,1982.0
catchta01w,Tennessee,Unknown,F,185.42000000000002,75.749864,1979-07-21,1979.0
caufila01w,Oklahoma,Unknown,G,175.26,72.121128,1980-05-25,1980.0
cebriel01w,none,Unknown,C,195.58,86.18248,1971-02-07,1971.0
chacoke01w,George_Mason,Unknown,G,175.26,68.492392,1974-12-21,1974.0
chambco01w,Georgia,Unknown,G,175.26,72.57472,1985-07-06,1985.0
chancva99w,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
chanequ01w,Louisiana_State,Unknown,G,180.34,72.57472,1986-04-14,1986.0
chapmji01w,Indiana,Unknown,C,190.5,93.439952,1979-11-04,1979.0
charlda01w,Tennessee,Unknown,F,190.5,63.956472,1968-11-22,1968.0
charlti01w,Connecticut,Unknown,C,193.04,89.811216,1988-12-05,1988.0
chaseso01w,Maryland,Unknown,G,175.26,68.0388,1976-03-09,1976.0
chatmda99w,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
cheekjo01w,Duke,Unknown,F,185.42000000000002,91.171992,1988-06-25,1988.0
cheruam01w,Indiana,Unknown,G,177.8,63.50288,1970-04-18,1970.0
chestfe01w,DePaul,Unknown,F,190.5,81.64656,1988-03-24,1988.0
choneka01w,North_Carolina_State,Unknown,C,190.5,81.64656,1981-01-11,1981.0
chriska01w,UC_Santa_Barbara,Unknown,F,187.96,77.564232,1980-11-16,1980.0
chriska02w,Duke,Unknown,F,182.88,81.64656,1989-09-11,1989.0
chrissh01w,Arkansas,Unknown,F,185.42000000000002,77.11064,1982-02-15,1982.0
cironkr01w,Illinois_State,Unknown,G,172.72,68.0388,1987-05-19,1987.0
clarkal01w,Middle_Tennessee_State,Unknown,F,177.8,75.749864,1987-07-07,1987.0
clarkma01w,Arizona,Unknown,F,190.5,80.96255005964697,1971-01-01,1971.0
cleamji01w,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
clearmi01w,Australian_Institute_of_Sport,Unknown,G,167.64000000000001,57.152592,1974-07-16,1974.0
clinest01w,UC_Santa_Barbara,Unknown,G,165.1,67.131616,1978-04-22,1978.0
coggicl01w,Kansas_State,Unknown,G,180.34,77.11064,1985-05-19,1985.0
cokermo01w,Old_Dominion,Unknown,F,185.42000000000002,81.64656,1982-11-28,1982.0
colemco01w,Ohio_State,Unknown,F,182.88,77.11064,1981-04-13,1981.0
colemma01w,Maryland,Unknown,G,185.42000000000002,72.57472,1987-01-04,1987.0
colleka01w,Maryland,Unknown,G,177.8,65.77083999999999,1971-03-17,1971.0
colsosy01w,Texas_A&M,Unknown,G,172.72,63.50288,1989-08-06,1989.0
compame01w,St._Joseph's,Unknown,G,175.26,64.863656,1975-09-18,1975.0
congran01w,Mercer,Unknown,F,187.96,83.007336,1970-06-03,1970.0
conklab01w,Tennessee,Unknown,F,190.5,79.3786,1975-02-10,1975.0
consuca01w,Iowa,Unknown,G,172.72,65.317248,1979-03-04,1979.0
coopeca01w,Purdue,Unknown,C,193.04,79.83219199999999,1979-02-05,1979.0
coopecy01w,USC,Unknown,G,177.8,68.0388,1963-04-14,1963.0
coopemi01w,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
cowenda01w,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
coylepa99w,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
crawlsy01w,North_Carolina,Unknown,F,195.58,84.821704,1972-09-27,1972.0
crockda01w,Baylor,Unknown,F,185.42000000000002,71.667536,1981-02-11,1981.0
crockwi01w,Connecticut,Unknown,F,187.96,97.52228,1984-07-05,1984.0
cronika01w,Colorado_State,Unknown,G,182.88,70.30676,1977-09-08,1977.0
crosssh01w,Tennessee,Unknown,G,177.8,70.30676,1983-09-07,1983.0
crumpca01w,Alabama,Unknown,G,177.8,71.667536,1962-10-29,1962.0
cummiki01w,Long_Beach_State,Unknown,F,190.5,85.275296,1963-08-29,1963.0
cunnibe01w,Notre_Dame,Unknown,G,182.88,73.935496,1975-06-05,1975.0
cunnida01w,Rutgers,Unknown,F,182.88,84.821704,1980-01-27,1980.0
cunnima01w,Vanderbilt,Unknown,F,193.04,82.53850106222939,1973-05-20,1973.0
currimo01w,Duke,Unknown,F,182.88,80.28578399999999,1983-02-25,1983.0
curryed01w,Oregon,Unknown,G,162.56,62.595696,1979-07-09,1979.0
dailesh99w,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
dalesst01w,Oklahoma,Unknown,G,182.88,70.30676,1979-09-05,1979.0
daleygr01w,Tulane,Unknown,G,167.64000000000001,66.678024,1978-06-26,1978.0
darlihe01w,Penn_State,Unknown,G,167.64000000000001,74.389088,1978-08-29,1978.0
darscna99w,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
davenje01w,Ohio_State,Unknown,C,195.58,97.52228,1985-06-24,1985.0
davisbr01w,Oregon,Unknown,G,182.88,78.017824,1983-01-01,1983.0
daviscl01w,Texas,Unknown,F,185.42000000000002,74.84268,1967-06-04,1967.0
davisde01w,Vanderbilt,Unknown,G,170.18,62.595696,1984-11-08,1984.0
davisla01w,Tennessee,Unknown,G,170.18,65.77083999999999,1974-10-08,1974.0
davista01w,Washington,Unknown,F,177.8,72.57472,1972-09-25,1972.0
davista02w,Florida_State,Unknown,G,180.34,74.65874604931737,1987-06-07,1987.0
dedenka01w,Washington,Unknown,F,193.04,77.11064,1969-09-23,1969.0
deforan01w,Nebraska,Unknown,G,177.8,72.57472,1976-04-14,1976.0
derevje01w,George_Mason,Unknown,G,177.8,63.50288,1982-03-29,1982.0
desouer01w,Unknown,Unknown,F,195.58,86.18248,1982-03-03,1982.0
dickeke01w,Texas_Tech,Unknown,F,180.34,74.84268,1978-04-20,1978.0
dillata01w,Texas,Unknown,G,175.26,69.853168,1981-05-06,1981.0
dixonin01w,California,Unknown,C,190.5,80.96255005964697,1972-09-16,1972.0
dixonta01w,Kansas,Unknown,G,175.26,67.131616,1975-12-14,1975.0
doagela01w,Nebraska,Unknown,G,167.64000000000001,62.142103999999996,1975-05-15,1975.0
domonna01w,Iowa,Unknown,G,177.8,59.874144,1975-09-28,1975.0
donapbe01w,Stanford,Unknown,F,187.96,88.45044,1980-08-27,1980.0
donovan99w,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
doronsh01w,Maryland,Unknown,G,175.26,65.77083999999999,1985-04-01,1985.0
dossaci01w,Unknown,Unknown,C,195.58,84.821704,1975-01-31,1975.0
douglka01w,Purdue,Unknown,G,182.88,75.749864,1979-05-07,1979.0
duffyme01w,Notre_Dame,Unknown,G,170.18,61.23492,1984-07-13,1984.0
dunlavi01w,Kentucky,Unknown,F,185.42000000000002,72.57472,1989-09-19,1989.0
dunnli99wc,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
dunntr01wc,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
dupreca01w,Temple,Unknown,F,187.96,73.481904,1984-08-16,1984.0
dydekka01w,Evangel,Unknown,F,200.66,86.18248,1970-03-21,1970.0
dydekma01w,Unknown,Unknown,C,139.7,101.151016,1974-04-28,1974.0
edwarmi01w,Rutgers,Unknown,G,175.26,68.0388,1966-03-06,1966.0
edwarsi01w,Iowa,Unknown,C,193.04,74.389088,1973-11-17,1973.0
edwarte01w,Georgia,Unknown,G,180.34,70.30676,1964-07-09,1964.0
edwarto01w,Tennessee,Unknown,G,177.8,72.57472,1968-03-13,1968.0
elysh01w,Tennessee,Unknown,F,187.96,82.553744,1983-08-09,1983.0
enissh01w,Alabama,Unknown,F,185.42000000000002,83.91452,1974-12-03,1974.0
erbsu01w,North_Carolina_State,Unknown,C,198.12,108.86207999999999,1977-07-25,1977.0
ervinla01w,Arkansas,Unknown,F,193.04,77.564232,1985-03-24,1985.0
estessh99w,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
evansda01w,James_Madison,Unknown,G,170.18,68.35494203898777,1989-06-30,1989.0
evansde01w,Virginia,Unknown,G,162.56,56.699,1970-10-11,1970.0
fallotr01w,Unknown,Unknown,G,190.5,74.84268,1972-07-23,1972.0
farriba01w,Tulane,Unknown,C,190.5,90.7184,1976-09-10,1976.0
feastal01w,Harvard,Unknown,F,180.34,76.203456,1976-02-11,1976.0
feifesu01w,Unknown,Unknown,G,185.42000000000002,73.481904,1979-01-29,1979.0
feldeja01w,Southern_Mississippi,Unknown,F,185.42000000000002,77.81064805448219,1969-10-16,1969.0
ferdima01w,Louisiana_State,Unknown,G,175.26,69.399576,1978-10-13,1978.0
fernama01w,Unknown,Unknown,G,180.34,62.595696,1981-12-21,1981.0
ferrama01w,Unknown,Unknown,F,190.5,86.18248,1972-02-11,1972.0
figgsuk01w,Purdue,Unknown,G,175.26,64.410064,1977-03-31,1977.0
fijalis01w,Colorado,Unknown,C,195.58,90.7184,1972-05-23,1972.0
firsool01w,Kansas_State,Unknown,C,198.12,97.52228,1976-04-23,1976.0
floremi01w,Stanford,Unknown,G,167.64000000000001,56.699,1977-10-19,1977.0
flukety01w,Tennessee,Unknown,C,195.58,94.80072799999999,1984-12-27,1984.0
folklkr01w,Stanford,Unknown,F,187.96,86.18248,1975-12-19,1975.0
fordch01w,Louisiana_Tech,Unknown,F,190.5,89.811216,1981-06-06,1981.0
fordki01w,Georgia_Tech,Unknown,G,177.8,69.399576,1975-04-04,1975.0
fordst01w,Georgia,Unknown,F,187.96,83.91452,1969-01-14,1969.0
fortnne99w,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
fostecl99w,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
fosteto01w,Iowa,Unknown,F,185.42000000000002,79.3786,1971-10-16,1971.0
fowlesy01w,Louisiana_State,Unknown,C,198.12,90.7184,1985-10-06,1985.0
francde01w,Iowa_State,Unknown,F,177.8,87.543256,1975-08-24,1975.0
frankaq01w,Texas_A&M,Unknown,G,162.56,69.853168,1985-09-29,1985.0
frankba01w,Wisconsin,Unknown,F,187.96,79.3786,,
frazeme01w,Liberty,Unknown,F,190.5,86.636072,1987-03-29,1987.0
freemla01w,Auburn,Unknown,F,185.42000000000002,79.3786,1971-03-17,1971.0
fresest01w,Iowa_State,Unknown,G,172.72,57.152592,1976-09-23,1976.0
frettla01w,Georgia,Unknown,F,190.5,77.11064,1975-06-12,1975.0
friertr01w,Louisiana_Tech,Unknown,F,187.96,84.368112,1979-08-23,1979.0
frohlli01w,Unknown,Unknown,F,190.5,83.91452,1979-06-23,1979.0
frostsh01w,Tennessee,Unknown,C,193.04,83.460928,1966-12-19,1966.0
futreca01w,Duquesne,Unknown,G,177.8,69.853168,1982-07-10,1982.0
gaineco01w,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
gaithka01w,Notre_Dame,Unknown,C,190.5,77.11064,1975-08-13,1975.0
gamblam01w,Arizona,Unknown,F,177.8,73.935496,1964-12-17,1964.0
ganttr01w,Lamar,Unknown,C,187.96,82.100152,1971-10-10,1971.0
garcibe01w,Unknown,Unknown,G,165.1,61.23492,1976-09-03,1976.0
gardike01w,Virginia_Tech,Unknown,F,185.42000000000002,76.203456,1984-05-19,1984.0
gardnan01w,Howard,Unknown,F,190.5,86.18248,1979-12-23,1979.0
garnean01w,Penn_State,Unknown,F,190.5,72.57472,1979-01-05,1979.0
gaydeco01w,Louisiana_State,Unknown,G,175.26,68.0388,1971-05-11,1971.0
gaypi01w,Louisiana_State,Unknown,G,180.34,83.007336,1974-08-21,1974.0
gearlka01w,Purdue,Unknown,G,185.42000000000002,83.460928,1984-10-26,1984.0
gessiki01w,USC,Unknown,F,190.5,79.3786,1970-12-29,1970.0
gibsoke01w,Maryland,Unknown,F,177.8,61.688512,1976-11-10,1976.0
gilbrbr01w,USC,Unknown,G,185.42000000000002,77.81064805448219,1990-08-16,1990.0
gilloje01w,Mississippi,Unknown,F,190.5,81.64656,1964-06-13,1964.0
gilmous01w,Rutgers,Unknown,G,180.34,71.667536,1978-08-24,1978.0
gisseka01w,Penn_State,North_Carolina_State,F,185.42000000000002,80.739376,1985-07-27,1985.0
givench01w,Middle_Tennessee_State,Unknown,G,177.8,73.08279504673497,1985-07-26,1985.0
godbyli01w,Auburn,Unknown,F,198.12,73.935496,1968-10-17,1968.0
gomisem01w,Unknown,Unknown,G,180.34,60.781328,1983-10-18,1983.0
goodemo01w,Stanford,Unknown,G,167.64000000000001,58.96696,1972-02-08,1972.0
goodeti01w,Iowa,Unknown,F,180.34,74.84268,1975-10-23,1975.0
goodlsa01w,Georgia_Tech,Unknown,C,195.58,108.408488,1990-08-09,1990.0
goodsad01w,Old_Dominion,Unknown,F,182.88,74.84268,1966-10-19,1966.0
gordobr01w,Tennessee,Unknown,F,182.88,72.121128,1967-04-27,1967.0
goringi01w,North_Carolina_State_(jr-sr),Arkansas-Fort_Smith_(fr-so),C,200.66,102.0582,1983-06-07,1983.0
gortmsh01w,South_Carolina,Unknown,G,177.8,71.667536,1979-12-07,1979.0
grafca99wc,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
grahama01w,Houston,Unknown,C,190.5,108.86207999999999,1970-12-18,1970.0
granter01w,Texas_Tech,Unknown,G,172.72,56.699,1984-06-13,1984.0
gravede01w,Howard,Unknown,C,195.58,96.161504,1975-09-16,1975.0
graylal01w,California,Unknown,G,172.72,79.83219199999999,1987-04-21,1987.0
grecomi01w,UCLA,Unknown,G,175.26,65.77083999999999,1980-03-24,1980.0
greenci01w,Texas_Tech,Unknown,C,195.58,83.007336,1983-04-04,1983.0
greenka01w,Connecticut,Unknown,G,177.8,77.11064,1987-07-13,1987.0
grginve01w,Unknown,Unknown,F,185.42000000000002,72.57472,1975-01-13,1975.0
griffke01w,Nebraska,Unknown,F,187.96,81.192968,1987-07-02,1987.0
griffyo01w,Florida_Atlantic,Unknown,C,190.5,85.275296,1970-03-01,1970.0
groomla01w,Georgia,Unknown,G,177.8,72.57472,1970-09-12,1970.0
grubigo01w,Unknown,Unknown,G,180.34,74.84268,1972-08-20,1972.0
grudasa01w,Unknown,Unknown,F,193.04,83.91452,1987-06-25,1987.0
guytowa01w,South_Florida,Unknown,F,185.42000000000002,80.739376,1965-10-14,1965.0
hagiwmi01w,Unknown,Unknown,G,180.34,73.028312,1970-04-27,1970.0
hairska01w,Temple,Unknown,F,182.88,68.0388,1985-08-18,1985.0
hallam01w,Washington,Unknown,F,190.5,81.64656,1977-12-29,1977.0
hallvi01w,Texas,Unknown,F,185.42000000000002,81.64656,1969-10-03,1969.0
hamblan01w,Iowa,Unknown,G,177.8,77.11064,1976-09-30,1976.0
hammobe01w,Colorado_State,Unknown,G,167.64000000000001,61.688512,1977-03-11,1977.0
hamptky01w,Arizona_State,Unknown,F,187.96,95.25431999999999,1962-11-03,1962.0
hamzoro01w,Unknown,Unknown,G,175.26,68.945984,1970-08-17,1970.0
hardili01w,Duke,Unknown,G,172.72,63.049288,1984-06-12,1984.0
hardish01w,Louisiana_Tech,Unknown,G,175.26,74.84268,1969-06-27,1969.0
hargrli99w,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
harpela01w,Maryland,Unknown,F,195.58,86.18248,1986-04-11,1986.0
harriam01w,Xavier,Unknown,F,195.58,91.625584,1988-01-16,1988.0
harrido01w,Old_Dominion,Unknown,F,190.5,86.18248,1966-09-29,1966.0
harrifr01w,Texas,Unknown,G,182.88,69.853168,1965-03-12,1965.0
harrili01w,Tennessee,Unknown,F,185.42000000000002,74.389088,1971-01-02,1971.0
harrokr01w,Unknown,Unknown,G,162.56,63.049288,1975-03-04,1975.0
harveca99w,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
haydeva01w,Florida,Unknown,C,193.04,108.86207999999999,1982-06-05,1982.0
hayesti01w,Connecticut,Unknown,G,177.8,73.08279504673497,1989-09-20,1989.0
haynikr01w,Michigan_State,Unknown,G,175.26,66.678024,1983-06-17,1983.0
headde01w,Tennessee,Unknown,G,177.8,72.57472,1970-08-16,1970.0
hedgpch01w,Stanford,Unknown,G,175.26,64.863656,1972-02-17,1972.0
hemmera01w,Stanford,Unknown,F,190.5,80.96255005964697,1973-04-02,1973.0
hendene01w,Texas,Unknown,G,172.72,65.317248,1973-02-28,1973.0
hendetr01w,Georgia,Unknown,C,190.5,90.7184,1974-12-31,1974.0
henniso01w,Stanford,Unknown,G,170.18,64.863656,1969-10-04,1969.0
henryan01w,Florida,Unknown,F,190.5,92.98636,1986-02-13,1986.0
herriam01w,Iowa,Unknown,C,193.04,85.728888,1977-06-06,1977.0
hibbeka01w,Louisiana_State,Unknown,G,177.8,63.50288,1977-09-29,1977.0
hicksje01w,Maryland,Unknown,F,193.04,85.275296,1971-12-02,1971.0
hightal01w,Louisiana_State,Unknown,G,177.8,63.049288,1988-04-06,1988.0
hillec01w,Northern_Illinois,Unknown,G,170.18,78.471416,1971-04-06,1971.0
hillmli99w,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
hillmna01w,Vanderbilt,Unknown,Unknown,185.42000000000002,75.749864,,
hledeko01w,Duquesne,Unknown,G,175.26,68.0388,1975-03-29,1975.0
hodgeda01w,St._Joseph's,Unknown,G,185.42000000000002,77.11064,1968-01-21,1968.0
hodgedo01w,Louisiana_State,Unknown,G,175.26,72.57472,1982-07-19,1982.0
hodgero01w,Florida_State,Unknown,G,180.34,74.84268,1982-07-19,1982.0
hodgesa01w,New_Orleans,Unknown,F,175.26,71.50684404415257,1962-07-31,1962.0
hoffmeb01w,USC,Unknown,F,187.96,97.52228,1982-08-27,1982.0
holdeta99w,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
holdsch01w,Tennessee,Unknown,F,187.96,78.017824,1977-08-09,1977.0
hollake01w,Georgia,Unknown,G,172.72,58.513368,1974-11-05,1974.0
holliqu01w,Virginia_Commonwealth,Unknown,C,195.58,91.171992,1988-11-15,1988.0
holmejo01w,Purdue,Unknown,F,177.8,68.0388,1969-03-31,1969.0
holmese01w,UNLV,Unknown,G,185.42000000000002,70.30676,1986-06-13,1986.0
holtam01w,Middle_Tennessee_State,Unknown,F,182.88,76.203456,1985-06-07,1985.0
hopeky01w,Miami_(FL),Unknown,C,187.96,74.84268,1977-11-23,1977.0
hopsosu01w,Mars_Hill,Unknown,F,187.96,79.3786,1974-06-21,1974.0
hornbal01w,Tennessee,Unknown,G,180.34,70.30676,1985-10-16,1985.0
houstch01w,Connecticut,Unknown,F,182.88,85.728888,1986-04-10,1986.0
houtsas01w,Georgia,Unknown,G,167.64000000000001,63.50288,1987-12-31,1987.0
howarje01w,North_Carolina_State,Unknown,G,167.64000000000001,58.96696,1975-01-21,1975.0
howarme01w,SW_Missouri_State,Unknown,G,175.26,65.77083999999999,1972-04-02,1972.0
hudsopa01w,Northwestern_State,Unknown,F,180.34,63.049288,1968-09-19,1968.0
hugheda99w,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
hullaja99w,Unknown,Unknown,Unknown,185.42000000000002,75.749864,,
humphta01w,Georgia,Unknown,C,190.5,86.18248,1985-12-29,1985.0
ibekwif01w,Arizona,Unknown,F,187.96,79.38659905706457,1989-10-05,1989.0
irvinsa01w,Texas_Christian,Unknown,F,190.5,83.91452,1982-02-23,1982.0
