playerID,tmID,target_year,height,weight,is_guard,is_forward,is_center,college_score,has_college,coach_win_pct,coach_playoff_wins,team_win_pct,team_conf_rank,team_made_playoffs,won_rookie_of_the_year
fallotr01w,PHO,2,75.0,165,1,1,0,0,0,0.5,0,0.625,4.0,1,0
ferdima01w,UTA,2,69.0,153,1,0,0,1,1,0.5,0,0.5625,5.0,1,0
fordst01w,NYL,2,74.0,185,0,1,0,1,1,0.6249804693603326,4,0.625,1.0,1,0
harrokr01w,MIN,2,64.0,139,1,0,0,0,0,0.4687353520202494,0,0.46875,6.0,1,0
hendene01w,HOU,2,68.0,144,1,0,0,1,1,0.843723633636449,6,0.84375,2.0,1,0
iveyni01w,IND,2,67.0,149,1,0,0,1,1,0.5,0,0.28125,7.0,1,0
jacksla01w,SEA,2,77.0,187,0,1,1,0,0,0.18749414080809976,0,0.1875,8.0,1,0
johnsja01w,ORL,2,72.0,201,0,1,0,1,1,0.499984375488266,1,0.5,3.0,1,0
kingija01w,DET,2,68.0,150,1,0,0,0,0,0.5,0,0.4375,4.5,1,0
korstil01w,PHO,2,70.0,160,1,0,0,0,0,0.5,0,0.625,4.0,1,0
lassiam01w,HOU,2,73.0,160,0,1,0,1,1,0.843723633636449,6,0.84375,2.0,1,0
lazicka01w,NYL,2,70.0,147,0,1,1,0,0,0.6249804693603326,4,0.625,1.0,1,0
levanni01w,LAS,2,68.0,163,1,0,0,1,1,0.8749726571044656,2,0.875,1.0,1,0
lewisty01w,HOU,2,70.0,152,1,0,0,1,1,0.843723633636449,6,0.84375,2.0,1,0
lobore01w,NYL,2,76.0,190,0,1,0,1,1,0.6249804693603326,4,0.625,1.0,1,0
luckepa01w,PHO,2,73.0,165,0,1,0,1,1,0.5,0,0.625,4.0,1,0
luzhe01w,WAS,2,68.0,144,1,0,0,0,0,0.5,0,0.4375,4.5,1,0
malcona01w,IND,2,73.0,170,0,1,0,1,1,0.5,0,0.28125,7.0,1,0
